text,entities
"""Con tôi 2 tuổi bị sốt cao và nôn mửa""","""[{""text"": ""2 tuổi"", ""label"": ""AGE"", ""start"": 8, ""end"": 14}, {""text"": ""sốt cao"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 25}, {""text"": ""sốt cao"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 25}, {""text"": ""nôn mửa"", ""label"": ""SYMPTOM"", ""start"": 29, ""end"": 36}, {""text"": ""nôn mửa"", ""label"": ""SYMPTOM"", ""start"": 29, ""end"": 36}]"""
"""đau đầu dữ dội kèm theo đau lưng mãn tính từ kéo dài 1 tuần""","""[{""text"": ""đau đầu dữ dội"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 14}, {""text"": ""đau đầu dữ dội"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 14}, {""text"": ""đau lưng mãn tính"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 41}, {""text"": ""đau lưng mãn tính"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 41}, {""text"": ""kéo dài 1 tuần"", ""label"": ""DURATION"", ""start"": 45, ""end"": 59}]"""
"""Ông ấy 8 năm tuổi bị migraine""","""[{""text"": ""8 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 17}, {""text"": ""migraine"", ""label"": ""DISEASE"", ""start"": 21, ""end"": 29}]"""
"""Cô ấy bị rụng tóc với furosemide và azithromycin""","""[{""text"": ""rụng tóc"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 17}, {""text"": ""furosemide"", ""label"": ""MEDICATION"", ""start"": 22, ""end"": 32}, {""text"": ""furosemide"", ""label"": ""MEDICATION"", ""start"": 22, ""end"": 32}, {""text"": ""azithromycin"", ""label"": ""MEDICATION"", ""start"": 36, ""end"": 48}, {""text"": ""azithromycin"", ""label"": ""MEDICATION"", ""start"": 36, ""end"": 48}]"""
"""Dùng simvastatin 100mg khi cần thiết""","""[{""text"": ""simvastatin"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 16}, {""text"": ""100mg"", ""label"": ""DOSAGE"", ""start"": 17, ""end"": 22}, {""text"": ""khi cần thiết"", ""label"": ""FREQUENCY"", ""start"": 23, ""end"": 36}]"""
"""Trẻ em 55 năm tuổi bị nôn trớ 120/80 mmHg cần chống viêm""","""[{""text"": ""55 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""nôn trớ"", ""label"": ""SYMPTOM"", ""start"": 22, ""end"": 29}, {""text"": ""120/80 mmHg"", ""label"": ""MEASUREMENT"", ""start"": 30, ""end"": 41}, {""text"": ""chống viêm"", ""label"": ""INDICATION"", ""start"": 46, ""end"": 56}]"""
"""Sử dụng paracetamol 1 ống trước bữa ăn""","""[{""text"": ""paracetamol"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 19}, {""text"": ""1 ống"", ""label"": ""DOSAGE"", ""start"": 20, ""end"": 25}, {""text"": ""trước bữa ăn"", ""label"": ""TIMING"", ""start"": 26, ""end"": 38}]"""
"""Cô ấy 8 tuổi bị đột quỵ não vừa phải""","""[{""text"": ""8 tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 12}, {""text"": ""đột quỵ não"", ""label"": ""DISEASE"", ""start"": 16, ""end"": 27}, {""text"": ""vừa phải"", ""label"": ""SEVERITY"", ""start"": 28, ""end"": 36}]"""
"""Bệnh nhân 15 tuổi bị viêm phổi cần dùng penicillin""","""[{""text"": ""15 tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 17}, {""text"": ""viêm phổi"", ""label"": ""DISEASE"", ""start"": 21, ""end"": 30}, {""text"": ""penicillin"", ""label"": ""MEDICATION"", ""start"": 40, ""end"": 50}]"""
"""Bệnh nhân 2 năm tuổi bị đau dạ dày cần dùng warfarin""","""[{""text"": ""2 năm tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 20}, {""text"": ""đau dạ dày"", ""label"": ""DISEASE"", ""start"": 24, ""end"": 34}, {""text"": ""warfarin"", ""label"": ""MEDICATION"", ""start"": 44, ""end"": 52}]"""
"""Chị ấy 65 tuổi có thai 8 tháng bị chóng mặt""","""[{""text"": ""65 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""có thai 8 tháng"", ""label"": ""CONDITION"", ""start"": 15, ""end"": 30}, {""text"": ""chóng mặt"", ""label"": ""SYMPTOM"", ""start"": 34, ""end"": 43}]"""
"""Ông ấy 1 tháng tuổi bị viêm dạ dày cần cần điều trị ngay""","""[{""text"": ""1 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 19}, {""text"": ""viêm dạ dày"", ""label"": ""DISEASE"", ""start"": 23, ""end"": 34}, {""text"": ""cần điều trị ngay"", ""label"": ""URGENCY"", ""start"": 39, ""end"": 56}]"""
"""Chị ấy 55 năm tuổi có thai 6 tháng bị ho có đờm""","""[{""text"": ""55 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""có thai 6 tháng"", ""label"": ""CONDITION"", ""start"": 19, ""end"": 34}, {""text"": ""ho có đờm"", ""label"": ""SYMPTOM"", ""start"": 38, ""end"": 47}]"""
"""Bệnh nhân 25 năm tuổi bị hen suyễn cần dùng prednisone""","""[{""text"": ""25 năm tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 21}, {""text"": ""hen suyễn"", ""label"": ""DISEASE"", ""start"": 25, ""end"": 34}, {""text"": ""prednisone"", ""label"": ""MEDICATION"", ""start"": 44, ""end"": 54}]"""
"""Uống lisinopril 15 đơn vị để chống nôn""","""[{""text"": ""lisinopril"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 15}, {""text"": ""15 đơn vị"", ""label"": ""DOSAGE"", ""start"": 16, ""end"": 25}, {""text"": ""chống nôn"", ""label"": ""INDICATION"", ""start"": 29, ""end"": 38}]"""
"""Bà ngoại 15 năm tuổi bị đau đầu ở tim""","""[{""text"": ""15 năm tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 20}, {""text"": ""đau đầu"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 31}, {""text"": ""tim"", ""label"": ""BODY_PART"", ""start"": 34, ""end"": 37}]"""
"""Bị choáng váng ở mũi từ 1 tuần nay""","""[{""text"": ""choáng váng"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 14}, {""text"": ""mũi"", ""label"": ""BODY_PART"", ""start"": 17, ""end"": 20}, {""text"": ""1 tuần nay"", ""label"": ""DURATION"", ""start"": 24, ""end"": 34}]"""
"""Uống amoxicillin 1/2 viên để chống viêm""","""[{""text"": ""amoxicillin"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 16}, {""text"": ""1/2 viên"", ""label"": ""DOSAGE"", ""start"": 17, ""end"": 25}, {""text"": ""chống viêm"", ""label"": ""INDICATION"", ""start"": 29, ""end"": 39}]"""
"""Bị chóng mặt từ 3 ngày""","""[{""text"": ""chóng mặt"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 12}, {""text"": ""3 ngày"", ""label"": ""DURATION"", ""start"": 16, ""end"": 22}]"""
"""Chị ấy 50 năm tuổi tiền sử dị ứng bị ho có đờm""","""[{""text"": ""50 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""tiền sử dị ứng"", ""label"": ""CONDITION"", ""start"": 19, ""end"": 33}, {""text"": ""ho có đờm"", ""label"": ""SYMPTOM"", ""start"": 37, ""end"": 46}]"""
"""Trẻ em 10 tuổi bị đau răng 120/80 mmHg cần giảm cholesterol""","""[{""text"": ""10 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""đau răng"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 26}, {""text"": ""120/80 mmHg"", ""label"": ""MEASUREMENT"", ""start"": 27, ""end"": 38}, {""text"": ""giảm cholesterol"", ""label"": ""INDICATION"", ""start"": 43, ""end"": 59}]"""
"""Bị phù chân từ 1 tháng""","""[{""text"": ""phù chân"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 11}, {""text"": ""1 tháng"", ""label"": ""DURATION"", ""start"": 15, ""end"": 22}]"""
"""Uống losartan 1 gói để chống nôn""","""[{""text"": ""losartan"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 13}, {""text"": ""1 gói"", ""label"": ""DOSAGE"", ""start"": 14, ""end"": 19}, {""text"": ""chống nôn"", ""label"": ""INDICATION"", ""start"": 23, ""end"": 32}]"""
"""Uống azithromycin 1 gói để chống nôn""","""[{""text"": ""azithromycin"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 17}, {""text"": ""1 gói"", ""label"": ""DOSAGE"", ""start"": 18, ""end"": 23}, {""text"": ""chống nôn"", ""label"": ""INDICATION"", ""start"": 27, ""end"": 36}]"""
"""Cô ấy bị mệt mỏi với ibuprofen và penicillin""","""[{""text"": ""mệt mỏi"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 16}, {""text"": ""ibuprofen"", ""label"": ""MEDICATION"", ""start"": 21, ""end"": 30}, {""text"": ""ibuprofen"", ""label"": ""MEDICATION"", ""start"": 21, ""end"": 30}, {""text"": ""penicillin"", ""label"": ""MEDICATION"", ""start"": 34, ""end"": 44}, {""text"": ""penicillin"", ""label"": ""MEDICATION"", ""start"": 34, ""end"": 44}]"""
"""Chị ấy 2 tháng tuổi mang thai bị chuột rút""","""[{""text"": ""2 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 19}, {""text"": ""mang thai"", ""label"": ""CONDITION"", ""start"": 20, ""end"": 29}, {""text"": ""chuột rút"", ""label"": ""SYMPTOM"", ""start"": 33, ""end"": 42}]"""
"""Sử dụng thuốc hạ áp 15 đơn vị trước khi ngủ""","""[{""text"": ""thuốc hạ áp"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 19}, {""text"": ""15 đơn vị"", ""label"": ""DOSAGE"", ""start"": 20, ""end"": 29}, {""text"": ""trước khi ngủ"", ""label"": ""TIMING"", ""start"": 30, ""end"": 43}]"""
"""Tôi 2 tháng tuổi bị chảy nước mũi""","""[{""text"": ""2 tháng tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 16}, {""text"": ""chảy nước mũi"", ""label"": ""SYMPTOM"", ""start"": 20, ""end"": 33}]"""
"""Thuốc azithromycin 1mg theo đơn trước ăn""","""[{""text"": ""azithromycin"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 18}, {""text"": ""1mg"", ""label"": ""DOSAGE"", ""start"": 19, ""end"": 22}, {""text"": ""theo đơn"", ""label"": ""FREQUENCY"", ""start"": 23, ""end"": 31}, {""text"": ""trước ăn"", ""label"": ""TIMING"", ""start"": 32, ""end"": 40}]"""
"""Thuốc amlodipine 50mg hai lần một ngày khi đau""","""[{""text"": ""amlodipine"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 16}, {""text"": ""50mg"", ""label"": ""DOSAGE"", ""start"": 17, ""end"": 21}, {""text"": ""hai lần một ngày"", ""label"": ""FREQUENCY"", ""start"": 22, ""end"": 38}, {""text"": ""khi đau"", ""label"": ""TIMING"", ""start"": 39, ""end"": 46}]"""
"""Cô ấy 55 năm tuổi bị bệnh tim bẩm sinh vừa phải""","""[{""text"": ""55 năm tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 17}, {""text"": ""bệnh tim bẩm sinh"", ""label"": ""DISEASE"", ""start"": 21, ""end"": 38}, {""text"": ""vừa phải"", ""label"": ""SEVERITY"", ""start"": 39, ""end"": 47}]"""
"""Sử dụng lisinopril 250mg lúc sáng sớm""","""[{""text"": ""lisinopril"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 18}, {""text"": ""250mg"", ""label"": ""DOSAGE"", ""start"": 19, ""end"": 24}, {""text"": ""lúc sáng sớm"", ""label"": ""TIMING"", ""start"": 25, ""end"": 37}]"""
"""khó ngủ kèm theo phù nề từ 2 ngày""","""[{""text"": ""khó ngủ"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""khó ngủ"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""phù nề"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 23}, {""text"": ""phù nề"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 23}, {""text"": ""2 ngày"", ""label"": ""DURATION"", ""start"": 27, ""end"": 33}]"""
"""khó thở kèm theo đau bụng từ mấy ngày nay""","""[{""text"": ""khó thở"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""khó thở"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""đau bụng"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 25}, {""text"": ""đau bụng"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 25}, {""text"": ""mấy ngày nay"", ""label"": ""DURATION"", ""start"": 29, ""end"": 41}]"""
"""Trẻ em 10 năm tuổi bị mất ngủ 140/90 mmHg cần dị ứng""","""[{""text"": ""10 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""mất ngủ"", ""label"": ""SYMPTOM"", ""start"": 22, ""end"": 29}, {""text"": ""140/90 mmHg"", ""label"": ""MEASUREMENT"", ""start"": 30, ""end"": 41}, {""text"": ""dị ứng"", ""label"": ""INDICATION"", ""start"": 46, ""end"": 52}]"""
"""Tôi 80 tháng tuổi bị đau lưng mãn tính""","""[{""text"": ""80 tháng tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 17}, {""text"": ""đau lưng mãn tính"", ""label"": ""SYMPTOM"", ""start"": 21, ""end"": 38}]"""
"""Trẻ em 2 tuổi bị đau tim 180 mg/dl cần dị ứng""","""[{""text"": ""2 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 13}, {""text"": ""đau tim"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 24}, {""text"": ""180 mg/dl"", ""label"": ""MEASUREMENT"", ""start"": 25, ""end"": 34}, {""text"": ""dị ứng"", ""label"": ""INDICATION"", ""start"": 39, ""end"": 45}]"""
"""Ông ấy 70 tháng tuổi bị tiểu đường""","""[{""text"": ""70 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""tiểu đường"", ""label"": ""DISEASE"", ""start"": 24, ""end"": 34}]"""
"""Cô ấy bị đau khớp với thuốc hạ áp và ibuprofen""","""[{""text"": ""đau khớp"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 17}, {""text"": ""thuốc hạ áp"", ""label"": ""MEDICATION"", ""start"": 22, ""end"": 33}, {""text"": ""thuốc hạ áp"", ""label"": ""MEDICATION"", ""start"": 22, ""end"": 33}, {""text"": ""ibuprofen"", ""label"": ""MEDICATION"", ""start"": 37, ""end"": 46}, {""text"": ""ibuprofen"", ""label"": ""MEDICATION"", ""start"": 37, ""end"": 46}]"""
"""Cô ấy bị đau cơ với thuốc giảm đau và aspirin""","""[{""text"": ""đau cơ"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 15}, {""text"": ""thuốc giảm đau"", ""label"": ""MEDICATION"", ""start"": 20, ""end"": 34}, {""text"": ""thuốc giảm đau"", ""label"": ""MEDICATION"", ""start"": 20, ""end"": 34}, {""text"": ""aspirin"", ""label"": ""MEDICATION"", ""start"": 38, ""end"": 45}, {""text"": ""aspirin"", ""label"": ""MEDICATION"", ""start"": 38, ""end"": 45}]"""
"""Ông ấy 80 năm tuổi bị tăng huyết áp cần khẩn cấp""","""[{""text"": ""80 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""tăng huyết áp"", ""label"": ""DISEASE"", ""start"": 22, ""end"": 35}, {""text"": ""khẩn cấp"", ""label"": ""URGENCY"", ""start"": 40, ""end"": 48}]"""
"""Bà ngoại 8 tuổi bị đau răng ở phổi""","""[{""text"": ""8 tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 15}, {""text"": ""đau răng"", ""label"": ""SYMPTOM"", ""start"": 19, ""end"": 27}, {""text"": ""phổi"", ""label"": ""BODY_PART"", ""start"": 30, ""end"": 34}]"""
"""Trẻ em 90 tuổi bị chảy nước mũi 37.5 độ C cần an thần""","""[{""text"": ""90 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""chảy nước mũi"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 31}, {""text"": ""37.5 độ C"", ""label"": ""MEASUREMENT"", ""start"": 32, ""end"": 41}, {""text"": ""an thần"", ""label"": ""INDICATION"", ""start"": 46, ""end"": 53}]"""
"""Cô ấy bị đau ngực với aspirin và lisinopril""","""[{""text"": ""đau ngực"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 17}, {""text"": ""aspirin"", ""label"": ""MEDICATION"", ""start"": 22, ""end"": 29}, {""text"": ""aspirin"", ""label"": ""MEDICATION"", ""start"": 22, ""end"": 29}, {""text"": ""lisinopril"", ""label"": ""MEDICATION"", ""start"": 33, ""end"": 43}, {""text"": ""lisinopril"", ""label"": ""MEDICATION"", ""start"": 33, ""end"": 43}]"""
"""Trẻ em 42 tháng tuổi bị phù nề 180 mg/dl cần dị ứng""","""[{""text"": ""42 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""phù nề"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 30}, {""text"": ""180 mg/dl"", ""label"": ""MEASUREMENT"", ""start"": 31, ""end"": 40}, {""text"": ""dị ứng"", ""label"": ""INDICATION"", ""start"": 45, ""end"": 51}]"""
"""Cô ấy bị lo âu với kháng sinh và insulin""","""[{""text"": ""lo âu"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 14}, {""text"": ""kháng sinh"", ""label"": ""MEDICATION"", ""start"": 19, ""end"": 29}, {""text"": ""kháng sinh"", ""label"": ""MEDICATION"", ""start"": 19, ""end"": 29}, {""text"": ""insulin"", ""label"": ""MEDICATION"", ""start"": 33, ""end"": 40}, {""text"": ""insulin"", ""label"": ""MEDICATION"", ""start"": 33, ""end"": 40}]"""
"""Bà ngoại 75 tháng tuổi bị đau đầu ở đầu""","""[{""text"": ""75 tháng tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 22}, {""text"": ""đau đầu"", ""label"": ""SYMPTOM"", ""start"": 26, ""end"": 33}, {""text"": ""đầu"", ""label"": ""BODY_PART"", ""start"": 30, ""end"": 33}]"""
"""Bà ngoại 45 năm tuổi bị chảy nước mũi ở gan""","""[{""text"": ""45 năm tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 20}, {""text"": ""chảy nước mũi"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 37}, {""text"": ""gan"", ""label"": ""BODY_PART"", ""start"": 40, ""end"": 43}]"""
"""Bà ngoại 1 tháng tuổi bị đau bụng dưới ở lưng""","""[{""text"": ""1 tháng tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 21}, {""text"": ""đau bụng dưới"", ""label"": ""SYMPTOM"", ""start"": 25, ""end"": 38}, {""text"": ""lưng"", ""label"": ""BODY_PART"", ""start"": 41, ""end"": 45}]"""
"""Ông ấy 30 năm tuổi bị cao huyết áp""","""[{""text"": ""30 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""cao huyết áp"", ""label"": ""DISEASE"", ""start"": 22, ""end"": 34}]"""
"""Con tôi 18 năm tuổi bị khó ngủ và khó ngủ""","""[{""text"": ""18 năm tuổi"", ""label"": ""AGE"", ""start"": 8, ""end"": 19}, {""text"": ""khó ngủ"", ""label"": ""SYMPTOM"", ""start"": 23, ""end"": 30}, {""text"": ""khó ngủ"", ""label"": ""SYMPTOM"", ""start"": 23, ""end"": 30}, {""text"": ""khó ngủ"", ""label"": ""SYMPTOM"", ""start"": 23, ""end"": 30}, {""text"": ""khó ngủ"", ""label"": ""SYMPTOM"", ""start"": 23, ""end"": 30}]"""
"""Trẻ em 50 tuổi bị đau khớp 40 độ C cần hạ sốt""","""[{""text"": ""50 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""đau khớp"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 26}, {""text"": ""40 độ C"", ""label"": ""MEASUREMENT"", ""start"": 27, ""end"": 34}, {""text"": ""hạ sốt"", ""label"": ""INDICATION"", ""start"": 39, ""end"": 45}]"""
"""Chị ấy 28 tuổi suy gan bị ngứa""","""[{""text"": ""28 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""suy gan"", ""label"": ""CONDITION"", ""start"": 15, ""end"": 22}, {""text"": ""ngứa"", ""label"": ""SYMPTOM"", ""start"": 26, ""end"": 30}]"""
"""Bị stress ở bàn tay từ 2 ngày""","""[{""text"": ""stress"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 9}, {""text"": ""bàn tay"", ""label"": ""BODY_PART"", ""start"": 12, ""end"": 19}, {""text"": ""2 ngày"", ""label"": ""DURATION"", ""start"": 23, ""end"": 29}]"""
"""Cô ấy 75 tháng tuổi bị loãng xương cấp tính""","""[{""text"": ""75 tháng tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 19}, {""text"": ""loãng xương"", ""label"": ""DISEASE"", ""start"": 23, ""end"": 34}, {""text"": ""cấp tính"", ""label"": ""SEVERITY"", ""start"": 35, ""end"": 43}]"""
"""Cô ấy 28 tuổi bị viêm gan nhẹ""","""[{""text"": ""28 tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 13}, {""text"": ""viêm gan"", ""label"": ""DISEASE"", ""start"": 17, ""end"": 25}, {""text"": ""nhẹ"", ""label"": ""SEVERITY"", ""start"": 26, ""end"": 29}]"""
"""viêm họng kèm theo lo âu từ từ sáng""","""[{""text"": ""viêm họng"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 9}, {""text"": ""viêm họng"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 9}, {""text"": ""lo âu"", ""label"": ""SYMPTOM"", ""start"": 19, ""end"": 24}, {""text"": ""lo âu"", ""label"": ""SYMPTOM"", ""start"": 19, ""end"": 24}, {""text"": ""từ sáng"", ""label"": ""DURATION"", ""start"": 28, ""end"": 35}]"""
"""Ông ấy 10 tháng tuổi bị cao huyết áp""","""[{""text"": ""10 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""cao huyết áp"", ""label"": ""DISEASE"", ""start"": 24, ""end"": 36}]"""
"""đau răng kèm theo tê bì từ từ sáng""","""[{""text"": ""đau răng"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 8}, {""text"": ""đau răng"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 8}, {""text"": ""tê bì"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 23}, {""text"": ""tê bì"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 23}, {""text"": ""từ sáng"", ""label"": ""DURATION"", ""start"": 27, ""end"": 34}]"""
